file_name,zcrs_0,zcrs_1,zcrs_2,zcrs_3,zcrs_4,zcrs_5,zcrs_6,zcrs_7,zcrs_8,zcrs_9,rmss_0,rmss_1,rmss_2,rmss_3,rmss_4,rmss_5,rmss_6,rmss_7,rmss_8,rmss_9,centroid_mean,centroid_std,centroid_min,centroid_max,centroid_skew,centroid_kurt,bandwidth_mean,bandwidth_std,bandwidth_min,bandwidth_max,bandwidth_skew,bandwidth_kurt,spectral_rolloff_mean,spectral_rolloff_std,spectral_flatness_mean,spectral_flatness_std,mfcc_mean_0,mfcc_std_0,mfcc_min_0,mfcc_max_0,mfcc_mean_1,mfcc_std_1,mfcc_min_1,mfcc_max_1,mfcc_mean_2,mfcc_std_2,mfcc_min_2,mfcc_max_2,mfcc_mean_3,mfcc_std_3,mfcc_min_3,mfcc_max_3,mfcc_mean_4,mfcc_std_4,mfcc_min_4,mfcc_max_4,mfcc_mean_5,mfcc_std_5,mfcc_min_5,mfcc_max_5,mfcc_mean_6,mfcc_std_6,mfcc_min_6,mfcc_max_6,mfcc_mean_7,mfcc_std_7,mfcc_min_7,mfcc_max_7,mfcc_mean_8,mfcc_std_8,mfcc_min_8,mfcc_max_8,mfcc_mean_9,mfcc_std_9,mfcc_min_9,mfcc_max_9,mfcc_mean_10,mfcc_std_10,mfcc_min_10,mfcc_max_10,mfcc_mean_11,mfcc_std_11,mfcc_min_11,mfcc_max_11,mfcc_mean_12,mfcc_std_12,mfcc_min_12,mfcc_max_12,label
1079_ITH_ANG_XX.mp3,0.07831737346101231,0.06173050615595075,0.08738030095759233,0.04582763337893297,0.08002735978112176,0.07609439124487004,0.04463064295485636,0.05591655266757866,0.0844733242134063,0.035738714090287275,0.0024354008,0.00913741,0.052393403,0.022527872,0.033593696,0.022236073,0.010592297,0.006176149,0.002412168,0.0023510696,1644.633549888974,596.7452142405875,890.2369732892267,3963.082081080711,1.7341363536276824,3.700774993680941,2139.055569617111,639.8284510773354,1066.6628028738035,3389.0012948653484,0.044763531789854184,-1.4164502214009056,3636.8643851902175,1721.936665826246,0.007079094,0.0143288495,-428.3832,109.378204,-645.93567,-201.75359,119.748604,35.431217,40.888405,188.1272,12.869688,46.862103,-97.17493,69.23931,33.207787,21.280123,-21.588655,101.287445,2.7784665,21.82698,-59.375866,32.58646,-2.0841444,18.471258,-42.548485,25.773827,-7.9940686,15.547302,-47.978237,21.277977,0.19352764,10.019391,-29.617144,20.564766,-0.89601296,10.498471,-31.199614,20.283857,-1.1695466,8.267418,-24.496914,20.668621,-1.9440182,7.183813,-27.92632,20.12186,2.642711,5.1238,-7.284746,16.69619,0.07839944,5.8885407,-9.171087,18.859655,ANG
1056_IWW_ANG_XX.mp3,0.08730329812459582,0.0541064884673421,0.07286053028669973,0.08406984263849968,0.06359129122655745,0.04634619530071136,0.24143134296184524,0.05928001724509593,0.06596249191636129,0.04720845009700367,0.0023462628,0.002175436,0.03407266,0.045903943,0.046866897,0.03662444,0.011641509,0.015093481,0.005375036,0.0021673252,1721.951407767637,927.8323008423664,791.7277329480221,5859.24199120682,2.891835826141634,8.946756436493466,2110.010035546704,698.0698485338086,1015.1022806323994,3771.9527808878643,0.6538408132168108,-0.28069591744116096,3590.129206730769,1971.1928621889624,0.0059128683,0.010156343,-399.1377,107.31117,-659.8731,-225.77039,126.46521,38.434753,18.75163,209.74179,7.8719964,45.821373,-102.10685,91.26276,23.680506,18.65773,-18.390547,63.818085,3.969757,18.361002,-43.534058,37.635216,-1.3461939,13.991313,-36.570637,23.491915,-1.684257,17.302937,-48.926994,37.07083,-13.809609,14.389961,-38.4641,9.684536,-12.856957,14.007384,-44.804764,13.419741,9.03516,14.445094,-22.376446,62.88143,-11.332989,10.22007,-38.981464,4.777219,-0.9609025,8.551895,-21.38556,22.197117,1.8973181,7.6252685,-16.67966,15.909523,ANG
1043_IWW_ANG_XX.mp3,0.11198621708097464,0.05956190007383707,0.06916071868077775,0.053408811223234064,0.09771105094757568,0.0440561161703175,0.08614324390844204,0.052670440561161706,0.14939699729264092,0.060792517843957665,0.0025631702,0.009262879,0.026136301,0.037983846,0.022487458,0.033413846,0.026146377,0.013232381,0.0025454757,0.002350008,1665.8786188131314,825.3567923913282,795.866394753718,4810.164266380307,2.1743567997654067,4.615194503919213,2132.078290750896,726.3266136348077,1112.5199107212281,3911.4275225641163,0.5004356215557731,-0.5830123468638342,3496.5884399414062,2210.809127726158,0.007156049,0.017706381,-411.59097,90.98962,-665.4757,-252.28046,123.30194,38.794647,30.953957,199.75644,15.275447,37.522217,-70.818695,73.71501,17.702686,22.838717,-41.087444,73.55473,2.9388175,18.810232,-44.09444,37.90708,3.289037,12.920913,-24.82351,26.704369,0.9972553,11.661617,-31.806791,23.59423,-6.023764,15.971762,-42.1448,18.985596,-15.909018,13.823504,-55.439407,7.119734,7.290927,12.020887,-16.798672,44.40314,0.008981621,9.257355,-20.150978,25.344017,-2.4545898,9.791595,-20.133453,26.196903,-5.470756,5.950812,-20.356094,13.58254,ANG
1061_MTI_ANG_XX.mp3,0.0680366887263439,0.07105538140020899,0.0847556019969813,0.08417508417508418,0.07569952397538604,0.04620921862301173,0.08591663764077558,0.06478578892371996,0.11180773249738767,0.04272611169162893,0.0023028129,0.04867029,0.050738882,0.14718859,0.068363726,0.03605078,0.10759496,0.12237378,0.0050085946,0.0021419488,1692.1629785043262,807.7551612136822,640.0297659639436,5101.356345352773,1.942610289218332,4.981626414463633,2045.2072530649734,548.2880386876824,1111.415170945059,3456.6445763334336,0.09413629932922489,-0.9835855680030741,3248.328286797337,1795.6133457448702,0.008777634,0.022075394,-359.14587,122.61892,-564.3879,-98.229965,103.827965,36.248146,0.0340451,187.16953,13.5827,45.478035,-107.73152,75.58908,20.338205,29.075657,-46.687576,88.325775,-10.94747,31.126513,-93.86182,32.986473,-6.5045724,22.006664,-68.82579,33.854492,4.061975,14.877734,-32.23241,40.59914,-2.4658148,10.095847,-28.473854,18.657745,-8.98964,9.059903,-26.494339,11.437625,-4.3005276,11.807721,-41.89029,22.31189,-3.7832341,10.691881,-37.901558,20.021273,1.8218523,11.888531,-22.822205,32.116337,0.77448845,9.4801035,-30.069153,33.686405,ANG
1074_MTI_ANG_XX.mp3,0.07407407407407407,0.040522875816993466,0.08336964415395788,0.13173565722585331,0.07683369644153958,0.061147421931735654,0.04720406681190995,0.06013071895424837,0.04560639070442992,0.03848946986201888,0.0024653822,0.023186311,0.094475806,0.053405408,0.13543525,0.116503626,0.0369577,0.08377335,0.018252952,0.00259562,1598.1898167382235,753.801945546112,705.1629566046896,5906.816438370604,3.4659800348621026,15.3743088707451,1987.6850546613637,582.3843627787753,1011.2404326059268,3824.7174115411067,0.5131768626784133,-0.1659903801777025,3330.1497395833335,1596.6209706116629,0.0055203396,0.017963126,-353.12906,121.34753,-568.181,-112.76471,108.95919,34.384724,-6.180934,184.12228,10.363464,43.849953,-86.28756,79.675156,35.70567,25.139841,-32.07907,103.61383,-14.713418,33.13605,-81.99398,27.273232,-10.778977,20.493546,-59.23343,21.122738,3.661957,14.619747,-30.823597,36.66488,-10.600849,12.681095,-34.44717,11.931055,-5.187294,10.39517,-27.745518,15.50877,-11.206559,12.727989,-36.64338,14.647941,-1.2839515,9.984074,-24.378613,25.050407,-2.314029,9.899802,-27.713839,24.185566,-4.6832557,11.32514,-38.701878,19.316269,ANG
1089_IEO_ANG_HI.mp3,0.07859712230215828,0.10341726618705036,0.25071942446043166,0.11492805755395684,0.1131294964028777,0.15683453237410072,0.09730215827338129,0.1473021582733813,0.02697841726618705,0.02805755395683453,0.0016207667,0.038794894,0.067004584,0.07966242,0.041614782,0.104142234,0.088937454,0.0053384234,0.002103067,0.0020178854,2238.14541897175,1060.1019687384394,849.8893061438472,6598.955489933494,1.3067863494325853,2.602585111122229,2385.06229286574,370.1022618957623,1633.0975136394065,3348.77793591166,0.3452109410672474,0.012059372704451565,4324.222781680046,1952.012951658083,0.013636006,0.024989383,-373.58957,155.44238,-597.69495,-110.63248,62.002262,25.649752,-21.703806,124.63139,8.880511,43.753952,-87.276794,59.43641,11.958097,26.833584,-39.10118,48.792583,-6.3299413,28.962296,-72.97977,29.436367,15.056552,16.1806,-32.28855,57.306183,4.6801143,17.950655,-32.08538,47.825768,-4.141949,13.143109,-44.616352,28.281908,-4.287219,13.048284,-36.025402,27.970867,-0.3894738,9.192067,-20.551968,22.739227,-6.1659737,12.893299,-41.577606,30.82866,1.2034711,7.665932,-22.339718,19.828133,-7.0135117,12.990499,-56.376335,19.825119,ANG
1046_IOM_ANG_XX.mp3,0.08226270373921381,0.04046021093000959,0.05196548418024928,0.0953020134228188,0.0713326941514861,0.07746883988494727,0.049664429530201344,0.12003835091083413,0.04007670182166827,0.0423777564717162,0.0025208658,0.002551426,0.008348989,0.044466462,0.028730726,0.031565033,0.015991688,0.020369869,0.0052373637,0.0025528593,1587.3352959447711,518.0905662593163,899.6829538371992,4416.613510074623,3.175507561336139,13.289593620448201,1999.6338466951333,552.6696522133268,1189.3484926592823,3345.7488326812627,0.1985484021460393,-1.1127137454931642,3326.5632180606617,1100.8212810184061,0.0034590298,0.0061533484,-426.02023,107.266594,-676.82623,-227.56816,125.77289,26.768478,27.17868,185.6607,1.9541812,55.68222,-107.78696,71.6429,40.904106,25.754377,-0.19651103,110.42305,9.082582,13.636443,-29.885063,39.43577,-8.096404,20.579763,-51.007233,22.097778,3.4607346,13.148334,-18.868128,38.05895,-9.110167,13.577178,-46.460125,11.923418,-12.595232,12.733377,-47.57994,5.396384,9.231911,13.286262,-18.989243,43.123215,-10.139323,9.990513,-35.651604,5.2355847,3.8742807,9.681087,-16.044792,32.189297,0.77607286,6.3524537,-10.214882,21.310009,ANG
1053_IOM_ANG_XX.mp3,0.08646235031459305,0.037345240511467426,0.05926527298558961,0.11041201542520804,0.08524457073269738,0.07184899533184494,0.08544753399634666,0.07063121574994925,0.08565049725999595,0.05967119951288817,0.0022103137,0.002470924,0.030303748,0.059696186,0.06342635,0.099038094,0.033930104,0.061152857,0.033544432,0.0041109934,1665.306345495968,541.517622341226,667.6303812197456,3974.724772311626,1.6228663011103437,4.951597606463961,1900.6627728344938,584.7021110719807,1102.519810686119,3330.0398561173397,0.6830106600541183,-0.7535356905077744,3430.2170586340208,1257.684469920163,0.0034779941,0.0073480834,-357.8149,115.91494,-593.0546,-192.44067,113.06446,36.42027,18.06012,180.18658,-9.784823,55.04288,-112.29799,69.90221,41.872837,30.33569,-19.529367,113.83071,0.28172317,15.059413,-28.32005,25.376915,-18.799973,22.977964,-79.01807,11.672634,6.407264,18.230303,-28.16758,65.498245,-14.914008,15.320679,-52.514145,11.5652075,-7.345008,11.266043,-31.70581,22.002193,-3.2130964,9.918841,-23.92656,16.157925,-4.7251563,8.638524,-21.016455,13.814892,0.8587622,10.035216,-20.583649,24.352852,-4.434197,7.367704,-27.800304,11.810488,ANG
1078_ITS_ANG_XX.mp3,0.0787244643746886,0.05696728118252782,0.08387311077894037,0.14499252615844543,0.3848197973758512,0.1393456236505564,0.09699385484138848,0.049493439627968774,0.043348281016442454,0.04318219564856336,0.0023484076,0.003434308,0.0147789335,0.03917311,0.044825803,0.05392895,0.03013397,0.082399264,0.005805509,0.0024068067,2013.493671600202,1321.4400289590546,644.5786879796553,6733.657483144151,2.1150263056774627,3.7931361625033073,2261.4612466181893,738.8129698766915,786.2081621144087,3954.738658413104,-0.07067701110878044,-0.6610480933303675,4084.0092028601694,2372.3865562135193,0.017385654,0.039054867,-396.88907,113.61043,-617.1254,-169.49736,107.89572,46.11948,-5.133323,209.026,17.37967,39.38823,-118.68506,79.74599,25.676567,23.716135,-46.24337,76.50589,6.590807,20.195637,-50.495975,36.400543,-12.481262,24.571848,-72.789215,26.49307,-6.5417852,16.106056,-51.026745,21.984875,-1.1347952,11.388533,-26.240412,24.424149,-6.625427,10.917478,-45.811897,8.969786,-3.4861891,9.190192,-33.553806,17.960876,-3.9566576,7.2351193,-22.6026,9.958293,-1.9812902,5.2863755,-17.461227,9.694313,-0.39017823,6.5465145,-18.296501,13.367046,ANG
1030_TSI_ANG_XX.mp3,0.08870523415977961,0.049586776859504134,0.2369146005509642,0.08484848484848485,0.20991735537190082,0.5456382001836547,0.14398530762167125,0.10339761248852158,0.0411386593204775,0.049770431588613405,0.0023682532,0.0025956293,0.042564753,0.08701976,0.034446374,0.01408422,0.070212826,0.01497374,0.0024486703,0.002385863,2619.284073369198,1679.2053397172156,1263.4219688064975,7838.433927577996,1.7251916030479701,1.7801026557969237,2624.59584552299,682.9754679070122,1296.266431644928,4103.749411522887,0.4299977096736016,-0.28450167397732473,5211.7395133615655,2430.5694076681557,0.011256418,0.014961987,-396.05475,126.48205,-599.10474,-125.30062,84.32037,31.104914,3.6791327,127.204254,24.41841,42.960667,-68.86481,85.1122,30.628817,19.900038,-15.959802,91.8793,13.008744,19.017717,-40.236763,47.745224,-5.3872337,20.440664,-62.033928,23.164568,-7.208655,13.270266,-36.506367,15.63386,-12.764322,14.60271,-47.323456,8.745489,-8.019782,8.467144,-28.551563,4.7376323,3.7853332,9.306428,-16.73018,31.183472,-2.6413069,7.6638656,-17.83453,23.345127,-0.987393,8.443035,-20.455303,18.43921,3.3044364,6.671857,-17.895775,19.209295,ANG
1025_TSI_ANG_XX.mp3,0.09420133649493426,0.19314507436947617,0.21319249838327226,0.14723000646691098,0.1271825824531149,0.43220521664151756,0.09053675361069195,0.09269239060142272,0.03384350075447295,0.04677732269885751,0.0026962138,0.006572124,0.02738807,0.012447303,0.010187606,0.004771871,0.029869292,0.004254118,0.002419836,0.0030233401,2582.0486214754515,1595.3120932638324,972.6183570877281,6020.029350019595,0.9680525310181178,-0.7216326874383348,2683.7601918667583,655.1682258615755,1302.5872067027765,3921.6404315397303,0.08102845413969735,-0.5396627810417298,5275.161508413462,2647.0261599231294,0.017416496,0.025851242,-438.19724,90.94615,-687.0463,-202.69424,84.59257,42.996437,-14.036194,163.68759,37.987305,36.932076,-69.221016,93.14694,32.70116,13.058504,-2.4875479,77.05568,18.691004,16.567448,-40.55645,40.50496,7.661779,11.587549,-20.087095,29.501186,-5.015736,10.8374605,-26.80899,21.379547,-1.8806069,12.810104,-34.570305,19.247614,-8.120484,8.883748,-23.692429,12.788591,4.3240013,10.418748,-17.279081,36.66372,-4.4476995,5.945231,-19.685251,9.344961,-4.0729804,7.060377,-22.558975,13.944438,-0.64438355,7.198713,-16.603945,15.073608,ANG
